id_cliente;idade;classe_trabalho;escolaridade;id_estado;estado_civil;raca;qtde_filhos;salario
6027;78;Aposentado;Ensino Médio Completo;1;Solteiro;Branco;1;2639
6028;40;Funcionário Setor Privado;Ensino Médio Incompleto;8;Casado;Branco;5;1100
6029;26;Autônomo;Ensino Fundamental Incompleto;16;Casado;Branco;2;1100
6030;43;Funcionário Setor Privado;Ensino Médio Incompleto;23;Casado;Pardo;5;1100
6031;55;;Ensino Médio Incompleto;24;Viúvo;Branco;3;1100
6032;25;Funcionário Setor Privado;Ensino Médio Completo;26;Casado;Branco;4;2967
6033;26;Autônomo;Ensino Médio Completo;10;Solteiro;Branco;4;2429
6034;43;MEI;Ensino Médio Incompleto;5;Casado;Branco;4;6167
6035;25;Funcionário Setor Privado;Ensino Médio Completo;26;Solteiro;Branco;3;3901
6036;22;Funcionário Setor Privado;Ensino Médio Completo;4;Solteiro;Negro;4;2176
6037;52;Autônomo;Ensino Médio Incompleto;17;Casado;Branco;2;1100
6038;61;Funcionário Setor Privado;Ensino Médio Incompleto;27;Casado;Branco;1;1100
6039;42;Funcionário Setor Privado;Ensino Médio Completo;4;Solteiro;Branco;4;2095
6040;21;Funcionário Setor Privado;Ensino Médio Completo;15;Solteiro;Branco;0;2736
6041;44;Funcionário Setor Privado;Ensino Médio Incompleto;17;Casado;Indígena;5;1100
6042;65;Funcionário Setor Privado;Ensino Médio Incompleto;21;Casado;Branco;0;1100
6043;56;;Ensino Médio Incompleto;4;Divorciado;Branco;5;1100
6044;33;Funcionário Público;Ensino Médio Completo;15;Divorciado;Branco;4;5439
6045;22;Funcionário Setor Privado;Ensino Fundamental Completo;11;Solteiro;Branco;3;1100
6046;43;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;3;1100
6047;45;MEI;Ensino Médio Incompleto;25;Divorciado;Branco;2;4163
6048;42;Funcionário Setor Privado;Ensino Médio Incompleto;15;Divorciado;Branco;5;1100
6049;37;Funcionário Setor Privado;Ensino Médio Incompleto;24;União Estável;Amarelo;4;1100
6050;56;Funcionário Setor Privado;Ensino Fundamental Completo;15;Divorciado;Branco;5;1100
6051;35;;Ensino Fundamental Completo;22;Divorciado;Branco;1;1100
6052;40;Funcionário Setor Privado;Ensino Médio Completo;21;Divorciado;Negro;0;2873
6053;31;Funcionário Setor Privado;Ensino Médio Completo;12;Casado;Branco;1;3110
6054;26;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;5;3766
6055;26;Servidor Público;Ensino Médio Completo;14;Solteiro;Branco;4;5770
6056;42;MEI;Ensino Médio Completo;23;Casado;Branco;1;6238
6057;45;Autônomo;Ensino Médio Incompleto;1;Casado;Pardo;0;1100
6058;47;Empresário;Ensino Médio Completo;12;Casado;Negro;0;18644
6059;22;Funcionário Setor Privado;Ensino Médio Completo;20;Casado;Branco;4;2387
6060;33;Funcionário Setor Privado;Ensino Médio Completo;4;Solteiro;Branco;0;3248
6061;37;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Negro;4;1100
6062;48;Autônomo;Ensino Médio Incompleto;4;Casado;Branco;4;1100
6063;57;Autônomo;Ensino Fundamental Completo;9;Casado;Branco;2;1100
6064;47;Funcionário Setor Privado;Ensino Médio Completo;9;Divorciado;Branco;0;2875
6065;58;Empresário;Ensino Fundamental Completo;26;Casado;Branco;4;8688
6066;55;Funcionário Setor Privado;Ensino Médio Incompleto;6;Viúvo;Branco;4;1100
6067;52;Funcionário Setor Privado;Ensino Médio Completo;8;Casado;Branco;4;2253
6068;29;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;3;2491
6069;42;Funcionário Setor Privado;Mestrado;12;Solteiro;Branco;0;10833
6070;23;Funcionário Setor Privado;Ensino Médio Incompleto;2;Divorciado;Branco;5;1100
6071;23;Funcionário Setor Privado;Ensino Médio Incompleto;5;Solteiro;Branco;0;1100
6072;46;Autônomo;Ensino Médio Completo;27;Casado;Branco;5;3222
6073;30;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;5;3129
6074;43;Autônomo;Ensino Médio Completo;3;Casado;Branco;4;2702
6075;25;Funcionário Setor Privado;Ensino Médio Completo;7;Solteiro;Branco;0;3469
6076;32;Funcionário Setor Privado;Ensino Médio Incompleto;4;Casado;Branco;1;1100
6077;56;Funcionário Setor Privado;Ensino Fundamental Completo;22;Casado;Negro;5;1100
6078;33;Funcionário Setor Privado;Ensino Médio Incompleto;12;Casado;Branco;0;1100
6079;19;Servidor Público;Ensino Médio Completo;3;Solteiro;Branco;2;3848
6080;20;Funcionário Setor Privado;Ensino Médio Completo;17;Solteiro;Branco;2;2189
6081;34;Funcionário Setor Privado;Ensino Médio Completo;7;Casado;Branco;4;2254
6082;34;Funcionário Setor Privado;Ensino Fundamental Completo;21;Divorciado;Branco;5;1100
6083;55;Autônomo;Ensino Médio Incompleto;20;Casado;Branco;5;1100
6084;55;Funcionário Setor Privado;Ensino Fundamental Completo;23;Casado;Branco;1;1100
6085;31;Funcionário Setor Privado;Ensino Médio Completo;8;Solteiro;Branco;3;2506
6086;30;Funcionário Setor Privado;Ensino Médio Incompleto;12;Divorciado;Branco;5;1100
6087;31;Funcionário Setor Privado;Ensino Médio Incompleto;7;Divorciado;Branco;1;1100
6088;51;Funcionário Setor Privado;Ensino Médio Incompleto;25;Separado;Branco;2;1100
6089;59;Funcionário Setor Privado;Ensino Médio Incompleto;26;Casado;Branco;4;1100
6090;58;Funcionário Setor Privado;Ensino Médio Incompleto;7;Divorciado;Negro;4;1100
6091;40;Funcionário Setor Privado;Ensino Fundamental Completo;6;Casado;Branco;1;1100
6092;54;Funcionário Setor Privado;Ensino Médio Incompleto;22;Casado;Negro;3;1100
6093;25;Empresário;Ensino Médio Completo;26;Casado;Branco;2;8677
6094;18;MEI;Ensino Médio Incompleto;4;Solteiro;Branco;0;4659
6095;41;Funcionário Setor Privado;Ensino Médio Completo;20;Casado;Branco;1;2205
6096;57;Funcionário Setor Privado;Ensino Fundamental Completo;24;Viúvo;Branco;1;1100
6097;37;Funcionário Setor Privado;Ensino Médio Incompleto;1;Casado;Branco;3;1100
6098;46;Funcionário Setor Privado;Ensino Médio Incompleto;1;Solteiro;Branco;4;1100
6099;39;Funcionário Setor Privado;Ensino Médio Incompleto;5;Solteiro;Branco;3;1100
6100;19;Funcionário Setor Privado;Ensino Médio Incompleto;22;Solteiro;Branco;1;1100
6101;41;Funcionário Setor Privado;Ensino Médio Completo;5;Casado;Branco;4;3009
6102;54;Funcionário Setor Privado;Ensino Médio Incompleto;14;Solteiro;Branco;1;1100
6103;39;Funcionário Setor Privado;Mestrado;3;Casado;Branco;0;10352
6104;41;Funcionário Setor Privado;Ensino Médio Incompleto;16;Casado;Branco;5;1100
6105;26;Funcionário Setor Privado;Mestrado;22;Solteiro;Branco;4;9540
6106;57;MEI;Ensino Médio Incompleto;19;Casado;Branco;4;3896
6107;33;Empresário;Ensino Médio Completo;20;Casado;Branco;3;14706
6108;56;Funcionário Setor Privado;Ensino Médio Completo;26;Casado;Branco;2;2548
6109;60;Funcionário Setor Privado;Ensino Médio Incompleto;14;Casado;Branco;2;1100
6110;22;Funcionário Setor Privado;Ensino Médio Incompleto;1;Solteiro;Branco;5;1100
6111;58;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;3;1100
6112;48;Funcionário Público;Mestrado;3;União Estável;Branco;5;8036
6113;45;Empresário;Mestrado;14;Casado;Branco;0;2363
6114;18;Funcionário Setor Privado;Ensino Médio Incompleto;17;Solteiro;Pardo;1;1100
6115;56;Funcionário Setor Privado;Ensino Médio Incompleto;24;Viúvo;Branco;2;1100
6116;48;MEI;Ensino Médio Incompleto;26;Casado;Branco;3;4073
6117;40;Funcionário Setor Privado;Ensino Médio Completo;18;Solteiro;Pardo;5;3160
6118;38;Funcionário Setor Privado;Ensino Médio Incompleto;3;Divorciado;Branco;2;1100
6119;58;Funcionário Setor Privado;Ensino Médio Completo;5;Divorciado;Branco;3;2766
6120;23;Funcionário Setor Privado;Ensino Médio Completo;5;Solteiro;Branco;2;2675
6121;63;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;2;3533
6122;51;Funcionário Setor Privado;Ensino Médio Completo;24;Divorciado;Branco;2;3826
6123;22;;Ensino Fundamental Incompleto;8;Casado;Amarelo;2;1100
6124;44;Funcionário Setor Privado;Ensino Médio Incompleto;23;Casado;Branco;3;1100
6125;46;Funcionário Público;Ensino Médio Completo;14;Divorciado;Branco;5;4827
6126;64;Servidor Público;Ensino Médio Completo;25;Casado;Branco;2;4256
6127;32;Funcionário Setor Privado;Ensino Médio Completo;9;Casado;Negro;1;3913
6128;31;Funcionário Setor Privado;Ensino Médio Completo;7;Casado;Branco;5;2232
6129;36;Funcionário Setor Privado;Ensino Médio Completo;16;Casado;Branco;0;2076
6130;21;Funcionário Setor Privado;Ensino Médio Incompleto;12;Solteiro;Branco;0;1100
6131;30;Funcionário Setor Privado;Ensino Médio Completo;2;Casado;Branco;0;3262
6132;31;Funcionário Setor Privado;Ensino Médio Completo;20;Solteiro;Negro;0;2540
6133;54;Funcionário Setor Privado;Ensino Médio Incompleto;17;Casado;Branco;1;1100
6134;59;Empresário;Ensino Fundamental Completo;11;Casado;Branco;3;18096
6135;28;Empresário;Mestrado;1;Casado;Branco;1;15872
6136;57;Funcionário Setor Privado;Ensino Médio Incompleto;7;Divorciado;Branco;0;1100
6137;44;Funcionário Setor Privado;Ensino Médio Incompleto;6;Casado;Branco;3;1100
6138;53;MEI;Ensino Médio Completo;25;Divorciado;Branco;1;4513
6139;58;Autônomo;Ensino Médio Completo;21;Casado;Branco;0;3231
6140;19;Funcionário Setor Privado;Ensino Médio Completo;16;Solteiro;Branco;0;3406
6141;39;MEI;Ensino Médio Completo;14;Casado;Branco;2;1814
6142;31;MEI;Ensino Médio Completo;24;Casado;Pardo;2;6402
6143;27;Funcionário Setor Privado;Ensino Médio Incompleto;12;Casado;Branco;0;1100
6144;46;Empresário;Ensino Fundamental Completo;13;Separado;Negro;1;4964
6145;37;Autônomo;Mestrado;8;Solteiro;Branco;2;10082
6146;27;Funcionário Setor Privado;Ensino Médio Completo;1;Solteiro;Negro;2;2558
6147;33;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;1;3877
6148;20;Funcionário Setor Privado;Ensino Médio Completo;20;Solteiro;Branco;1;3690
6149;55;Funcionário Setor Privado;Ensino Médio Incompleto;23;Divorciado;Branco;1;1100
6150;39;Funcionário Setor Privado;Ensino Médio Completo;24;Solteiro;Branco;4;2898
6151;41;Funcionário Setor Privado;Ensino Médio Incompleto;3;Solteiro;Branco;4;1100
6152;30;Funcionário Setor Privado;Ensino Médio Completo;24;Solteiro;Branco;4;2248
6153;39;MEI;Ensino Médio Completo;4;União Estável;Branco;1;1545
6154;28;Funcionário Setor Privado;Ensino Médio Incompleto;25;Separado;Branco;3;1100
6155;25;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;5;3232
6156;31;Funcionário Setor Privado;Ensino Médio Incompleto;5;Casado;Branco;0;1100
6157;51;Funcionário Setor Privado;Ensino Médio Incompleto;27;Casado;Branco;4;1100
6158;24;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;0;2499
6159;70;Aposentado;Ensino Médio Incompleto;12;Divorciado;Branco;2;6051
6160;23;Funcionário Setor Privado;Ensino Médio Completo;12;Solteiro;Branco;4;3349
6161;61;Funcionário Setor Privado;Ensino Médio Incompleto;15;Viúvo;Branco;0;1100
6162;45;Autônomo;Ensino Fundamental Incompleto;5;Casado;Branco;3;1100
6163;47;Funcionário Setor Privado;Ensino Médio Incompleto;25;Casado;Branco;5;1100
6164;56;Funcionário Setor Privado;Ensino Médio Completo;16;Divorciado;Branco;4;3198
6165;79;Aposentado;Doutorado;27;Casado;Branco;4;3839
6166;20;Funcionário Setor Privado;Ensino Médio Completo;25;Solteiro;Branco;0;3824
6167;30;Funcionário Setor Privado;Ensino Médio Incompleto;23;Solteiro;Pardo;4;1100
6168;27;Funcionário Setor Privado;Ensino Médio Completo;12;Casado;Branco;0;3629
6169;40;Funcionário Setor Privado;Ensino Médio Completo;24;Casado;Branco;0;3523
6170;60;;Ensino Médio Incompleto;5;Casado;Branco;5;1100
6171;58;Funcionário Setor Privado;Ensino Médio Incompleto;21;Casado;Branco;1;1100
6172;71;Aposentado;Mestrado;27;Casado;Branco;0;6412
6173;50;Funcionário Setor Privado;Mestrado;18;Casado;Branco;4;10391
6174;29;Empresário;Ensino Médio Completo;18;Solteiro;Branco;3;5821
6175;33;Funcionário Setor Privado;Ensino Fundamental Completo;20;Separado;Branco;0;1100
6176;60;Servidor Público;Ensino Médio Incompleto;2;Casado;Indígena;1;1451
6177;33;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;2;3703
6178;43;Funcionário Setor Privado;Ensino Médio Completo;15;Casado;Branco;2;2930
6179;33;Funcionário Setor Privado;Ensino Fundamental Completo;1;Solteiro;Negro;5;1100
6180;33;Funcionário Setor Privado;Ensino Médio Incompleto;23;Casado;Branco;2;1100
6181;32;Servidor Público;Ensino Médio Incompleto;15;Casado;Branco;1;1385
6182;21;Funcionário Setor Privado;Ensino Médio Completo;9;Solteiro;Branco;2;2997
6183;38;Funcionário Setor Privado;Ensino Médio Incompleto;26;Casado;Branco;4;1100
6184;38;Funcionário Setor Privado;Ensino Médio Completo;2;Casado;Branco;5;3733
6185;39;Servidor Público;Ensino Médio Completo;2;Separado;Negro;4;3257
6186;17;Menor Aprendiz;Ensino Médio Incompleto;18;Solteiro;Branco;0;1100
6187;21;Funcionário Setor Privado;Ensino Médio Completo;1;Casado;Branco;3;2920
6188;42;Funcionário Setor Privado;Ensino Médio Completo;21;Casado;Branco;0;2510
6189;42;Funcionário Setor Privado;Ensino Médio Incompleto;4;Casado;Branco;3;1100
6190;36;Funcionário Setor Privado;Ensino Médio Incompleto;6;Divorciado;Branco;0;1100
6191;32;Funcionário Setor Privado;Ensino Médio Completo;7;Divorciado;Branco;3;2650
6192;37;Autônomo;Ensino Médio Completo;1;Casado;Branco;2;3552
6193;28;Funcionário Setor Privado;Ensino Médio Completo;24;Solteiro;Branco;2;2493
6194;37;Funcionário Setor Privado;Ensino Médio Completo;19;Casado;Branco;1;3634
6195;50;Funcionário Setor Privado;Ensino Médio Incompleto;21;Separado;Amarelo;3;1100
6196;49;Funcionário Setor Privado;Ensino Médio Incompleto;4;Casado;Branco;4;1100
6197;40;Funcionário Setor Privado;Mestrado;24;Casado;Branco;2;10300
6198;40;Funcionário Setor Privado;Ensino Médio Completo;16;Casado;Branco;5;3700
6199;49;Funcionário Setor Privado;Ensino Médio Completo;18;Casado;Branco;0;2710
6200;35;Funcionário Público;Mestrado;23;Solteiro;Branco;1;6305
6201;33;Empresário;Ensino Médio Incompleto;23;Divorciado;Branco;5;8230
6202;24;Funcionário Setor Privado;Ensino Médio Incompleto;15;Solteiro;Branco;4;1100
6203;41;Funcionário Setor Privado;Mestrado;6;Solteiro;Branco;0;7249
6204;43;Funcionário Setor Privado;Ensino Médio Completo;15;Casado;Negro;3;2565
6205;36;Autônomo;Ensino Médio Incompleto;9;Casado;Branco;3;1100
6206;84;Aposentado;Ensino Médio Completo;12;Casado;Branco;3;2551
6207;23;Funcionário Setor Privado;Ensino Médio Incompleto;10;Solteiro;Branco;1;1100
6208;41;Funcionário Setor Privado;Ensino Médio Completo;24;Casado;Branco;2;2436
6209;55;MEI;Ensino Médio Incompleto;10;Casado;Branco;5;5401
6210;30;Autônomo;Ensino Médio Completo;4;Solteiro;Branco;1;2018
6211;46;Funcionário Setor Privado;Ensino Médio Completo;9;Casado;Pardo;4;2397
6212;55;Funcionário Setor Privado;Ensino Médio Completo;21;Casado;Branco;0;2837
6213;34;Funcionário Setor Privado;Ensino Médio Completo;17;Solteiro;Branco;2;2984
6214;54;Autônomo;Mestrado;11;Divorciado;Branco;2;8375
6215;27;Funcionário Setor Privado;Ensino Médio Completo;1;Solteiro;Negro;2;3813
6216;52;Empresário;Mestrado;19;Casado;Branco;4;9773
6217;36;Funcionário Setor Privado;Ensino Médio Completo;20;Casado;Negro;1;2734
6218;25;Autônomo;Ensino Médio Incompleto;26;Solteiro;Branco;0;1100
6219;52;Funcionário Setor Privado;Ensino Médio Completo;19;Casado;Branco;5;3549
6220;24;Funcionário Setor Privado;Ensino Médio Incompleto;25;Divorciado;Indígena;2;1100
6221;36;Funcionário Setor Privado;Ensino Médio Incompleto;18;Solteiro;Negro;2;1100
6222;31;Funcionário Setor Privado;Ensino Médio Incompleto;14;Casado;Branco;0;1100
6223;66;Aposentado;Ensino Médio Completo;16;Casado;Branco;4;2575
6224;90;Aposentado;Ensino Médio Completo;10;Casado;Branco;1;2137
6225;67;Aposentado;Mestrado;7;Casado;Branco;4;6190
6226;22;MEI;Ensino Fundamental Incompleto;9;Casado;Branco;1;5966
6227;47;Funcionário Setor Privado;Ensino Médio Completo;22;Divorciado;Branco;5;3875
6228;32;Funcionário Setor Privado;Ensino Médio Completo;22;Casado;Branco;4;2371
6229;55;Autônomo;Ensino Fundamental Incompleto;1;Casado;Branco;5;1100
6230;32;Funcionário Setor Privado;Ensino Médio Incompleto;23;Solteiro;Branco;0;1100
6231;48;Funcionário Setor Privado;Ensino Médio Completo;16;Separado;Negro;1;2259
6232;21;Funcionário Setor Privado;Ensino Médio Incompleto;20;Casado;Amarelo;5;1100
6233;33;Funcionário Setor Privado;Ensino Médio Completo;13;União Estável;Branco;4;3005
6234;27;Funcionário Setor Privado;Ensino Médio Completo;2;Solteiro;Branco;3;2855
6235;47;Funcionário Setor Privado;Ensino Médio Completo;5;Solteiro;Branco;0;3556
6236;18;Funcionário Setor Privado;Ensino Médio Incompleto;3;Solteiro;Branco;1;1100
6237;44;MEI;Ensino Médio Incompleto;3;Casado;Branco;2;6050
6238;23;Funcionário Setor Privado;Ensino Médio Completo;12;Solteiro;Branco;5;2756
6239;18;Funcionário Setor Privado;Ensino Fundamental Completo;14;Solteiro;Branco;1;1100
6240;56;Funcionário Setor Privado;Ensino Médio Incompleto;19;Casado;Branco;5;1100
6241;24;Funcionário Setor Privado;Ensino Médio Completo;15;Solteiro;Branco;1;3383
6242;43;Funcionário Setor Privado;Ensino Médio Completo;7;Casado;Branco;5;2528
6243;23;Funcionário Setor Privado;Ensino Médio Completo;22;Solteiro;Branco;4;2961
6244;26;Funcionário Setor Privado;Ensino Médio Completo;7;Solteiro;Branco;1;3609
6245;42;Funcionário Setor Privado;Ensino Médio Incompleto;19;Viúvo;Branco;5;1100
6246;23;Funcionário Setor Privado;Ensino Médio Incompleto;13;Solteiro;Branco;4;1100
6247;53;Autônomo;Ensino Fundamental Completo;26;Casado;Branco;0;1100
6248;51;Funcionário Setor Privado;Ensino Médio Incompleto;7;Casado;Branco;4;1100
6249;40;Funcionário Setor Privado;Ensino Médio Incompleto;11;Solteiro;Branco;3;1100
6250;27;Funcionário Setor Privado;Ensino Médio Completo;15;Solteiro;Branco;3;2449
6251;24;Empresário;Ensino Médio Completo;12;Separado;Branco;3;18180
6252;42;Funcionário Setor Privado;Ensino Médio Incompleto;6;Divorciado;Branco;4;1100
6253;41;Funcionário Setor Privado;Ensino Médio Incompleto;26;Separado;Branco;2;1100
6254;23;Funcionário Setor Privado;Ensino Médio Completo;27;Solteiro;Branco;5;2955
6255;42;Autônomo;Mestrado;16;Casado;Branco;0;7030
6256;38;Funcionário Setor Privado;Ensino Médio Incompleto;22;Casado;Branco;2;1100
6257;63;Autônomo;Ensino Fundamental Incompleto;6;Casado;Branco;5;1100
6258;31;Funcionário Setor Privado;Ensino Médio Incompleto;26;Casado;Branco;4;1100
6259;18;Autônomo;Ensino Médio Incompleto;13;Solteiro;Branco;1;1100
6260;21;Funcionário Setor Privado;Ensino Médio Completo;5;Solteiro;Branco;0;3792
6261;24;Funcionário Setor Privado;Ensino Médio Completo;8;Casado;Pardo;3;2255
6262;55;Funcionário Setor Privado;Ensino Médio Completo;24;Casado;Branco;5;3135
6263;20;Funcionário Setor Privado;Ensino Fundamental Completo;3;Solteiro;Negro;1;1100
6264;31;Funcionário Setor Privado;Ensino Médio Completo;3;Divorciado;Branco;4;3401
6265;23;Funcionário Setor Privado;Ensino Médio Completo;5;Solteiro;Branco;3;2159
6266;35;Funcionário Setor Privado;Ensino Médio Incompleto;24;Casado;Branco;2;1100
6267;51;Autônomo;Ensino Médio Completo;27;Casado;Branco;2;2837
6268;19;Funcionário Setor Privado;Ensino Médio Completo;4;Solteiro;Branco;1;3539
6269;38;Empresário;Ensino Médio Incompleto;10;Divorciado;Branco;4;6746
6270;52;Empresário;Ensino Médio Incompleto;26;Casado;Branco;0;14473
6271;70;Aposentado;Mestrado;24;Casado;Branco;3;4526
6272;53;Funcionário Setor Privado;Ensino Fundamental Completo;22;Divorciado;Branco;3;1100
6273;59;Funcionário Setor Privado;Doutorado;3;Casado;Branco;4;15105
6274;39;Funcionário Setor Privado;Ensino Médio Completo;25;Casado;Branco;1;3840
6275;18;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;0;1100
6276;41;;Ensino Médio Incompleto;26;Solteiro;Branco;1;1100
6277;19;;Ensino Médio Completo;24;Solteiro;Branco;0;3860
6278;24;Funcionário Setor Privado;Ensino Médio Completo;11;Divorciado;Branco;5;2982
6279;25;Funcionário Setor Privado;Ensino Médio Incompleto;23;Solteiro;Branco;5;1100
6280;32;Funcionário Setor Privado;Ensino Médio Completo;21;Solteiro;Negro;4;3127
6281;34;Autônomo;Ensino Médio Incompleto;18;Casado;Branco;1;1100
6282;35;Funcionário Setor Privado;Ensino Médio Incompleto;19;Solteiro;Branco;5;1100
6283;50;Funcionário Setor Privado;Ensino Médio Incompleto;17;Casado;Branco;0;1100
6284;18;Funcionário Setor Privado;Ensino Médio Incompleto;3;Solteiro;Branco;1;1100
6285;37;Funcionário Setor Privado;Ensino Médio Incompleto;5;Solteiro;Branco;1;1100
6286;30;Funcionário Setor Privado;Ensino Médio Completo;9;Solteiro;Branco;3;2733
6287;40;MEI;Mestrado;17;Casado;Branco;4;3817
6288;22;Funcionário Setor Privado;Ensino Médio Incompleto;7;Solteiro;Branco;2;1100
6289;50;Empresário;Ensino Médio Completo;23;Separado;Negro;4;12024
6290;70;Aposentado;Ensino Médio Incompleto;27;Divorciado;Branco;0;5729
6291;43;Funcionário Setor Privado;Mestrado;14;Casado;Branco;0;10698
6292;77;Aposentado;Ensino Médio Completo;10;Solteiro;Branco;4;5760
6293;30;Autônomo;Ensino Médio Incompleto;10;Casado;Branco;5;1100
6294;33;Funcionário Setor Privado;Ensino Médio Completo;18;Casado;Branco;0;2520
6295;51;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;4;3689
6296;58;Servidor Público;Mestrado;16;Casado;Branco;0;8591
6297;22;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;3;3677
6298;33;Funcionário Setor Privado;Ensino Médio Incompleto;1;Casado;Negro;1;1100
6299;27;Funcionário Setor Privado;Ensino Médio Incompleto;2;Casado;Branco;5;1100
6300;35;Funcionário Setor Privado;Ensino Médio Completo;22;Solteiro;Branco;3;3359
6301;32;Funcionário Setor Privado;Ensino Médio Completo;5;Divorciado;Branco;2;2298
6302;41;Funcionário Setor Privado;Ensino Médio Completo;22;Casado;Branco;2;3162
6303;37;Funcionário Setor Privado;Ensino Médio Completo;7;Casado;Branco;0;3685
6304;17;Menor Aprendiz;Ensino Médio Incompleto;17;Solteiro;Branco;0;1100
6305;50;Funcionário Setor Privado;Ensino Médio Completo;3;Divorciado;Branco;3;2856
6306;31;;Ensino Médio Incompleto;21;Casado;Pardo;2;1100
6307;54;Servidor Público;Ensino Médio Incompleto;11;Separado;Branco;5;1988
6308;23;Servidor Público;Ensino Médio Incompleto;6;Solteiro;Negro;2;1816
6309;40;Funcionário Setor Privado;Ensino Médio Completo;5;Divorciado;Branco;3;2671
6310;29;Funcionário Setor Privado;Ensino Médio Completo;14;Casado;Branco;3;2756
6311;38;Funcionário Setor Privado;Ensino Médio Incompleto;6;União Estável;Branco;4;1100
6312;30;Funcionário Setor Privado;Ensino Médio Completo;2;Casado;Branco;4;3884
6313;20;Funcionário Setor Privado;Ensino Médio Completo;5;Solteiro;Pardo;2;2664
6314;43;Autônomo;Ensino Médio Completo;20;Casado;Branco;0;3231
6315;25;Funcionário Setor Privado;Ensino Médio Completo;5;Solteiro;Branco;4;3537
6316;39;Funcionário Setor Privado;Mestrado;10;Casado;Branco;2;8786
6317;48;Funcionário Setor Privado;Ensino Médio Completo;21;Casado;Branco;4;3652
6318;41;Autônomo;Ensino Médio Incompleto;16;Divorciado;Branco;5;1100
6319;24;Funcionário Setor Privado;Ensino Médio Completo;3;Solteiro;Branco;1;2605
6320;20;Funcionário Setor Privado;Ensino Médio Completo;15;Solteiro;Branco;2;3090
6321;25;Funcionário Setor Privado;Ensino Médio Completo;5;Solteiro;Branco;3;2369
6322;57;Funcionário Setor Privado;Ensino Médio Completo;2;Casado;Branco;4;3849
6323;39;Funcionário Setor Privado;Ensino Médio Completo;27;Casado;Branco;5;2655
6324;66;Aposentado;Ensino Médio Completo;16;Casado;Branco;5;1498
6325;34;Funcionário Setor Privado;Ensino Médio Completo;16;Divorciado;Branco;0;2558
6326;36;Funcionário Setor Privado;Ensino Médio Completo;6;Divorciado;Branco;5;3723
6327;46;Funcionário Setor Privado;Ensino Médio Incompleto;27;Casado;Branco;5;1100
6328;42;Empresário;Mestrado;15;Divorciado;Branco;2;4535
6329;46;Funcionário Setor Privado;Ensino Médio Incompleto;14;Casado;Branco;0;1100
6330;34;Empresário;Ensino Médio Incompleto;19;Solteiro;Branco;2;7968
6331;43;Funcionário Setor Privado;Ensino Médio Completo;20;Casado;Negro;2;3893
6332;42;Funcionário Setor Privado;Ensino Médio Completo;20;Divorciado;Branco;1;2578
6333;31;Funcionário Setor Privado;Ensino Médio Completo;27;Solteiro;Branco;0;3161
6334;70;Aposentado;Ensino Médio Completo;13;Casado;Branco;4;6131
6335;32;Funcionário Setor Privado;Ensino Médio Completo;7;Casado;Branco;5;3425
6336;46;Funcionário Público;Ensino Médio Incompleto;5;Casado;Branco;5;1812
6337;42;MEI;Ensino Fundamental Incompleto;19;Divorciado;Branco;3;5216
6338;21;Funcionário Setor Privado;Ensino Médio Completo;6;Solteiro;Branco;4;3317
6339;24;Funcionário Setor Privado;Ensino Médio Completo;4;Solteiro;Branco;3;2298
6340;23;Funcionário Setor Privado;Ensino Médio Incompleto;5;Solteiro;Branco;1;1100
6341;50;Empresário;Mestrado;6;Casado;Branco;5;11767
6342;37;Funcionário Setor Privado;Ensino Médio Completo;22;Divorciado;Branco;1;3513
6343;19;;Ensino Médio Incompleto;7;Solteiro;Branco;1;1100
6344;44;Funcionário Público;Ensino Médio Completo;14;Casado;Branco;0;4890
6345;29;Funcionário Setor Privado;Ensino Médio Incompleto;12;Casado;Negro;1;1100
6346;30;Funcionário Setor Privado;Ensino Médio Completo;9;Casado;Branco;1;3222
6347;36;Funcionário Setor Privado;Ensino Médio Completo;21;Casado;Branco;0;3390
6348;49;Autônomo;Ensino Médio Completo;26;Solteiro;Branco;2;2590
6349;29;Funcionário Setor Privado;Ensino Médio Incompleto;12;Divorciado;Branco;2;1100
6350;45;Empresário;Ensino Médio Incompleto;7;Solteiro;Negro;2;5772
6351;75;Aposentado;Doutorado;22;Casado;Negro;0;3845
6352;42;Funcionário Setor Privado;Ensino Médio Incompleto;17;Solteiro;Branco;1;1100
6353;37;Funcionário Setor Privado;Ensino Médio Completo;12;Divorciado;Branco;0;2441
6354;51;Funcionário Setor Privado;Ensino Médio Completo;20;Casado;Branco;2;3106
